#timestamp(s) cam0 cam1 cam2 mono stereo observe
1694074032.30441 230 81 175 324 81 405
1694074032.33568 229 84 175 320 84 404
1694074032.40234 229 82 174 321 82 403
1694074032.43779 234 86 174 322 86 408
1694074032.50374 230 80 176 326 80 406
1694074032.53710 231 83 175 323 83 406
1694074032.63568 231 82 175 324 82 406
1694074032.70444 230 83 176 323 83 406
1694074032.73779 234 88 173 319 88 407
1694074032.83778 226 78 172 320 78 398
1694074032.90443 230 87 172 315 87 402
1694074032.93778 227 83 172 316 83 399
1694074033.00375 228 81 169 316 81 397
1694074033.03780 231 87 170 314 87 401
1694074033.10445 230 85 170 315 85 400
1694074033.13779 232 86 171 317 86 403
1694074033.20367 230 86 171 315 86 401
1694074033.23779 229 85 172 316 85 401
1694074033.30297 232 90 170 312 90 402
1694074033.33781 230 83 171 318 83 401
1694074033.43779 230 82 170 318 82 400
1694074033.53571 223 79 172 316 79 395
1694074033.63634 226 81 173 318 81 399
1694074033.70238 224 82 173 315 82 397
1694074033.83571 223 80 174 317 80 397
1694074033.90366 227 85 174 316 85 401
1694074033.93634 232 90 175 317 90 407
1694074034.00239 228 86 175 317 86 403
1694074034.03572 228 86 175 317 86 403
1694074034.10238 230 88 176 318 88 406
1694074034.13571 227 88 176 315 88 403
1694074034.20368 225 89 176 312 89 401
1694074034.23636 227 89 176 314 89 403
1694074034.30299 226 91 175 310 91 401
1694074034.33573 226 91 175 310 91 401
1694074034.40239 228 93 175 310 93 403
1694074034.43572 224 89 175 310 89 399
1694074034.50367 222 88 174 308 88 396
1694074034.53704 223 85 174 312 85 397
1694074034.60299 219 84 173 308 84 392
1694074034.63573 221 85 173 309 85 394
1694074034.70239 222 87 172 307 87 394
1694074034.73572 217 86 171 302 86 388
1694074034.80371 217 86 172 303 86 389
1694074034.83705 217 86 173 304 86 390
1694074034.90301 215 85 173 303 85 388
1694074034.93636 218 83 173 308 83 391
1694074035.00240 221 82 173 312 82 394
1694074035.03573 224 89 173 308 89 397
1694074035.10372 219 85 173 307 85 392
1694074035.13706 218 82 172 308 82 390
1694074035.20300 221 86 172 307 86 393
1694074035.23706 227 91 172 308 91 399
1694074035.30240 223 88 171 306 88 394
1694074035.33573 224 85 171 310 85 395
1694074035.40328 223 86 170 307 86 393
1694074035.43707 224 83 170 311 83 394
1694074035.50373 227 88 169 308 88 396
1694074035.53574 229 88 169 310 88 398
1694074035.60371 230 89 168 309 89 398
1694074035.63574 232 91 168 309 91 400
1694074035.73707 230 88 165 307 88 395
1694074035.93574 232 83 166 315 83 398
1694074036.00330 236 84 170 322 84 406
1694074036.03708 236 78 170 328 78 406
1694074036.10372 241 85 170 326 85 411
1694074036.13666 241 85 171 327 85 412
1694074036.20242 240 83 171 328 83 411
1694074036.23575 242 89 170 323 89 412
1694074036.30332 242 90 172 324 90 414
1694074036.33667 242 89 172 325 89 414
1694074036.43666 241 87 171 325 87 412
1694074036.50242 240 85 172 327 85 412
1694074036.53575 242 87 172 327 87 414
1694074036.63668 239 88 172 323 88 411
1694074036.70332 237 82 175 330 82 412
1694074036.73667 239 84 176 331 84 415
1694074036.80243 239 85 177 331 85 416
1694074036.83576 239 85 178 332 85 417
1694074036.90305 236 86 178 328 86 414
1694074036.93639 237 86 178 329 86 415
1694074037.00401 237 86 178 329 86 415
1694074037.03737 237 85 179 331 85 416
1694074037.10244 236 82 180 334 82 416
1694074037.13577 240 87 182 335 87 422
1694074037.20306 239 85 182 336 85 421
1694074037.23641 240 86 183 337 86 423
1694074037.30334 238 88 183 333 88 421
1694074037.33737 240 88 183 335 88 423
1694074037.40333 236 86 183 333 86 419
1694074037.43577 236 85 183 334 85 419
1694074037.50308 238 91 183 330 91 421
1694074037.53711 236 86 183 333 86 419
1694074037.60403 235 88 184 331 88 419
1694074037.63578 235 86 184 333 86 419
1694074037.70403 235 86 184 333 86 419
1694074037.73578 232 83 183 332 83 415
1694074037.83642 230 77 182 335 77 412
1694074038.03737 227 78 182 331 78 409
1694074038.10307 230 84 183 329 84 413
1694074038.13644 231 85 183 329 85 414
1694074038.23642 229 80 182 331 80 411
1694074038.30246 227 82 182 327 82 409
1694074038.33579 228 82 182 328 82 410
1694074038.40307 227 82 182 327 82 409
1694074038.43644 227 81 183 329 81 410
1694074038.53711 230 83 183 330 83 413
1694074038.60246 228 80 184 332 80 412
1694074038.63579 230 82 184 332 82 414
1694074038.73713 231 82 184 333 82 415
1694074038.80247 235 86 185 334 86 420
1694074038.83580 234 85 185 334 85 419
1694074038.90246 234 82 185 337 82 419
1694074038.93580 236 85 185 336 85 421
1694074039.00335 233 81 185 337 81 418
1694074039.03582 241 88 185 338 88 426
1694074039.10248 238 84 185 339 84 423
1694074039.13581 239 88 185 336 88 424
1694074039.20247 235 83 186 338 83 421
1694074039.23580 236 83 188 341 83 424
1694074039.30337 236 83 189 342 83 425
1694074039.33582 238 84 189 343 84 427
1694074039.43582 238 85 188 341 85 426
1694074039.53581 237 84 188 341 84 425
1694074039.60338 237 84 188 341 84 425
1694074039.70249 239 84 188 343 84 427
1694074039.73582 242 87 189 344 87 431
1694074039.83581 243 85 189 347 85 432
1694074039.90376 242 91 189 340 91 431
1694074039.93673 240 89 189 340 89 429
1694074040.00249 243 92 189 340 92 432
1694074040.10249 238 83 188 343 83 426
1694074040.13582 242 93 188 337 93 430
1694074040.20377 238 86 187 339 86 425
1694074040.23674 244 91 188 341 91 432
1694074040.43582 237 84 187 340 84 424
1694074040.50378 240 82 188 346 82 428
1694074040.53726 239 84 188 343 84 427
1694074040.60250 243 84 188 347 84 431
1694074040.63584 239 79 188 348 79 427
1694074040.70250 237 78 188 347 78 425
1694074040.73583 238 79 188 347 79 426
1694074040.80391 237 80 188 345 80 425
1694074040.90340 238 79 187 346 79 425
1694074040.93584 234 79 187 342 79 421
1694074041.03727 231 77 186 340 77 417
1694074041.10391 232 80 186 338 80 418
1694074041.13726 234 81 185 338 81 419
1694074041.20389 233 82 184 335 82 417
1694074041.23585 232 80 184 336 80 416
1694074041.30251 229 79 186 336 79 415
1694074041.33728 232 83 186 335 83 418
1694074041.43794 227 80 185 332 80 412
1694074041.53773 225 74 185 336 74 410
1694074041.60230 231 85 185 331 85 416
1694074041.63565 235 87 184 332 87 419
1694074041.70438 230 86 183 327 86 413
1694074041.73773 231 83 184 332 83 415
1694074041.83705 229 81 184 332 81 413
1694074041.90230 236 86 184 334 86 420
1694074041.93707 239 87 183 335 87 422
1694074042.00370 234 78 182 338 78 416
1694074042.03707 242 85 183 340 85 425
1694074042.10369 233 75 183 341 75 416
1694074042.13774 240 84 183 339 84 423
1694074042.20231 227 73 183 337 73 410
1694074042.23708 233 81 182 334 81 415
1694074042.40361 226 73 182 335 73 408
1694074042.43774 236 81 183 338 81 419
1694074042.50360 235 77 181 339 77 416
1694074042.53629 238 83 182 337 83 420
1694074042.63775 240 84 181 337 84 421
1694074042.70232 240 82 182 340 82 422
1694074042.73566 241 85 182 338 85 423
1694074042.80232 239 82 182 339 82 421
1694074042.83629 240 82 182 340 82 422
1694074042.90234 233 74 182 341 74 415
1694074043.03566 234 78 184 340 78 418
1694074043.10232 235 75 183 343 75 418
1694074043.13708 233 77 184 340 77 417
1694074043.20234 230 73 184 341 73 414
1694074043.33567 229 74 184 339 74 413
1694074043.40233 231 75 185 341 75 416
1694074043.50296 226 71 179 334 71 405
1694074043.53568 235 82 179 332 82 414
1694074043.70233 229 73 168 324 73 397
1694074043.83631 224 79 169 314 79 393
1694074043.90235 229 79 169 319 79 398
1694074044.03700 230 79 168 319 79 398
1694074044.10363 235 82 169 322 82 404
1694074044.13632 236 84 170 322 84 406
1694074044.20235 238 85 170 323 85 408
1694074044.23568 234 76 171 329 76 405
1694074044.33700 233 78 171 326 78 404
1694074044.43633 225 76 174 323 76 399
1694074044.53569 222 74 173 321 74 395
1694074044.60235 225 76 173 322 76 398
1694074044.63702 223 77 173 319 77 396
1694074044.70322 221 80 176 317 80 397
1694074044.73701 222 80 177 319 80 399
1694074044.83701 220 80 177 317 80 397
1694074044.90235 216 83 175 308 83 391
1694074045.00323 214 82 176 308 82 390
1694074045.13570 209 82 178 305 82 387
1694074045.23703 211 89 175 297 89 386
1694074045.33702 214 87 176 303 87 390
1694074045.40237 216 88 178 306 88 394
1694074045.50299 218 88 178 308 88 396
1694074045.53704 219 86 179 312 86 398
1694074045.60368 221 84 180 317 84 401
1694074045.73571 220 85 175 310 85 395
1694074045.83704 225 92 174 307 92 399
1694074045.90325 229 88 176 317 88 405
1694074045.93662 225 83 176 318 83 401
1694074046.00325 224 81 177 320 81 401
1694074046.03571 227 84 177 320 84 404
1694074046.10298 223 80 175 318 80 398
1694074046.20326 222 83 172 311 83 394
1694074046.23662 222 80 174 316 80 396
1694074046.30326 227 82 177 322 82 404
1694074046.43636 227 79 177 325 79 404
1694074046.50324 228 77 176 327 77 404
1694074046.53731 234 83 177 328 83 411
1694074046.60325 230 82 178 326 82 408
1694074046.63730 235 84 179 330 84 414
1694074046.70298 231 83 178 326 83 409
1694074046.73637 230 87 175 318 87 405
1694074046.80300 234 96 178 316 96 412
1694074046.83733 233 96 178 315 96 411
1694074046.93732 228 93 179 314 93 407
1694074047.00299 226 92 179 313 92 405
1694074047.10302 225 87 178 316 87 403
1694074047.13637 224 83 180 321 83 404
1694074047.20327 226 84 180 322 84 406
1694074047.23573 226 83 179 322 83 405
1694074047.33639 222 81 178 319 81 400
1694074047.40300 224 83 174 315 83 398
1694074047.43638 225 84 175 316 84 400
1694074047.53574 222 85 171 308 85 393
1694074047.63639 230 92 169 307 92 399
1694074047.73706 227 88 172 311 88 399
1694074047.80300 224 86 173 311 86 397
1694074047.83575 224 86 175 313 86 399
1694074047.90327 222 82 177 317 82 399
1694074047.93708 219 82 179 316 82 398
1694074048.03707 221 85 178 314 85 399
1694074048.10242 221 88 180 313 88 401
1694074048.13575 219 84 178 313 84 397
1694074048.23665 218 85 176 309 85 394
1694074048.30243 222 86 180 316 86 402
1694074048.33576 223 87 183 319 87 406
1694074048.40242 225 87 183 321 87 408
1694074048.43576 227 86 183 324 86 410
1694074048.50329 226 88 184 322 88 410
1694074048.53666 225 87 182 320 87 407
1694074048.60244 223 86 182 319 86 405
1694074048.63577 221 87 182 316 87 403
1694074048.73576 220 85 181 316 85 401
1694074048.80333 224 89 182 317 89 406
1694074048.83668 228 91 182 319 91 410
1694074048.90244 230 93 181 318 93 411
1694074048.93577 231 94 182 319 94 413
1694074049.03577 226 90 181 317 90 407
1694074049.10374 232 90 181 323 90 413
1694074049.13668 231 93 181 319 93 412
1694074049.23578 229 86 181 324 86 410
1694074049.30244 234 87 181 328 87 415
1694074049.33577 234 87 181 328 87 415
1694074049.40372 232 83 181 330 83 413
1694074049.43709 228 83 181 326 83 409
1694074049.50334 230 84 182 328 84 412
1694074049.53578 229 83 182 328 83 411
1694074049.63578 230 86 182 326 86 412
1694074049.70383 232 91 183 324 91 415
1694074049.73710 225 87 181 319 87 406
1694074049.80331 221 81 181 321 81 402
1694074049.83668 225 83 181 323 83 406
1694074049.90245 228 82 181 327 82 409
1694074049.93578 228 86 180 322 86 408
1694074050.00372 231 89 180 322 89 411
1694074050.10374 234 89 179 324 89 413
1694074050.13669 237 92 179 324 92 416
1694074050.20246 239 90 180 329 90 419
1694074050.30385 227 88 180 319 88 407
1694074050.40373 234 96 180 318 96 414
1694074050.43720 232 94 180 318 94 412
1694074050.50246 229 94 181 316 94 410
1694074050.53579 231 92 182 321 92 413
1694074050.60386 231 91 182 322 91 413
1694074050.70374 229 88 176 317 88 405
1694074050.73719 231 89 176 318 89 407
1694074050.80247 231 90 176 317 90 407
1694074050.83580 231 89 177 319 89 408
1694074050.90388 231 89 175 317 89 406
1694074050.93721 233 92 176 317 92 409
1694074051.03789 230 86 173 317 86 403
1694074051.13582 233 89 172 316 89 405
1694074051.20386 234 91 175 318 91 409
1694074051.33582 228 89 178 317 89 406
1694074051.40385 232 88 181 325 88 413
1694074051.43581 230 87 182 325 87 412
1694074051.50456 227 89 180 318 89 407
1694074051.60456 221 87 180 314 87 401
1694074051.63791 225 92 180 313 92 405
1694074051.70455 224 87 178 315 87 402
1694074051.73582 226 85 180 321 85 406
1694074051.83583 227 88 182 321 88 409
1694074051.90249 232 92 183 323 92 415
1694074052.00249 234 92 183 325 92 417
1694074052.03582 232 89 183 326 89 415
1694074052.13584 233 89 184 328 89 417
1694074052.23583 231 90 184 325 90 415
1694074052.33582 231 84 183 330 84 414
1694074052.40309 233 85 184 332 85 417
1694074052.43584 236 91 185 330 91 421
1694074052.53584 237 89 184 332 89 421
1694074052.63583 234 86 185 333 86 419
1694074052.70379 233 85 185 333 85 418
1694074052.73646 236 93 180 323 93 416
1694074052.83584 230 84 179 325 84 409
1694074052.90250 233 85 177 325 85 410
1694074052.93584 234 88 179 325 88 413
1694074053.00379 233 87 178 324 87 411
1694074053.03647 236 89 179 326 89 415
1694074053.10252 236 89 180 327 89 416
1694074053.13585 239 91 181 329 91 420
1694074053.20251 234 84 180 330 84 414
1694074053.30382 237 88 179 328 88 416
1694074053.33716 241 87 180 334 87 421
1694074053.40311 242 86 180 336 86 422
1694074053.43585 240 85 180 335 85 420
1694074053.53563 240 84 180 336 84 420
1694074053.60361 242 88 180 334 88 422
1694074053.70292 240 85 182 337 85 422
1694074053.73626 242 85 181 338 85 423
1694074053.80230 244 88 181 337 88 425
1694074053.90359 247 89 181 339 89 428
1694074054.03695 245 87 180 338 87 425
1694074054.13698 242 85 179 336 85 421
1694074054.23696 246 85 176 337 85 422
1694074054.30359 245 84 174 335 84 419
1694074054.33564 245 83 175 337 83 420
1694074054.43697 244 84 174 334 84 418
1694074054.50319 245 83 176 338 83 421
1694074054.53697 246 83 176 339 83 422
1694074054.60318 245 84 177 338 84 422
1694074054.63565 245 84 177 338 84 422
1694074054.73698 243 81 175 337 81 418
1694074054.80432 243 86 175 332 86 418
1694074054.83698 242 87 176 331 87 418
1694074054.90363 243 85 176 334 85 419
1694074054.93566 242 89 176 329 89 418
1694074055.03629 243 83 168 328 83 411
1694074055.10433 244 85 167 326 85 411
1694074055.13568 243 86 167 324 86 410
1694074055.23765 242 89 163 316 89 405
1694074055.33630 238 80 164 322 80 402
1694074055.43767 232 83 167 316 83 399
1694074055.53567 225 80 168 313 80 393
1694074055.60233 230 85 169 314 85 399
1694074055.63630 228 84 171 315 84 399
1694074055.73767 219 84 173 308 84 392
1694074055.93631 208 85 169 292 85 377
1694074056.03630 205 90 175 290 90 380
1694074056.13726 199 86 173 286 86 372
1694074056.23632 197 87 173 283 87 370
1694074056.30296 197 84 172 285 84 369
1694074056.33631 200 84 172 288 84 372
1694074056.40235 199 89 171 281 89 370
1694074056.50235 191 84 172 279 84 363
1694074056.53632 201 92 172 281 92 373
1694074056.73569 196 87 170 279 87 366
1694074056.80235 203 82 172 293 82 375
1694074056.83659 202 79 173 296 79 375
1694074056.90367 201 81 175 295 81 376
1694074056.93633 201 83 175 293 83 376
1694074057.03570 192 84 176 284 84 368
1694074057.10236 197 82 175 290 82 372
1694074057.20298 198 85 174 287 85 372
1694074057.30237 201 87 170 284 87 371
1694074057.33570 200 90 170 280 90 370
1694074057.43660 202 92 173 283 92 375
1694074057.50238 201 87 172 286 87 373
1694074057.63570 200 88 169 281 88 369
1694074057.73663 201 89 165 277 89 366
1694074057.80324 199 85 166 280 85 365
1694074057.83572 201 86 166 281 86 367
1694074057.90238 199 83 164 280 83 363
1694074058.03662 203 84 164 283 84 367
1694074058.13572 205 87 164 282 87 369
1694074058.20238 211 94 164 281 94 375
1694074058.33703 207 90 165 282 90 372
1694074058.40324 222 99 166 289 99 388
1694074058.43662 219 91 168 296 91 387
1694074058.50239 221 93 166 294 93 387
1694074058.63704 217 88 168 297 88 385
1694074058.70326 217 90 171 298 90 388
1694074058.73663 215 89 170 296 89 385
1694074058.80240 217 83 172 306 83 389
1694074058.90370 221 88 174 307 88 395
1694074058.93704 223 88 176 311 88 399
1694074059.00367 227 89 177 315 89 404
1694074059.03665 226 88 179 317 88 405
1694074059.10240 224 85 178 317 85 402
1694074059.13573 224 90 179 313 90 403
1694074059.20368 225 89 181 317 89 406
1694074059.30371 222 87 181 316 87 403
1694074059.33705 225 90 182 317 90 407
1694074059.40241 222 85 181 318 85 403
1694074059.50381 220 85 180 315 85 400
1694074059.53716 223 92 181 312 92 404
1694074059.63707 220 85 182 317 85 402
1694074059.73574 217 87 184 314 87 401
1694074059.80369 220 87 185 318 87 405
1694074059.90370 215 83 185 317 83 400
1694074059.93715 223 87 185 321 87 408
1694074060.00327 221 87 185 319 87 406
1694074060.03575 225 88 185 322 88 410
1694074060.10382 221 87 185 319 87 406
1694074060.13717 222 85 185 322 85 407
1694074060.20370 221 83 185 323 83 406
1694074060.30381 217 80 185 322 80 402
1694074060.33734 222 84 185 323 84 407
1694074060.40371 221 87 185 319 87 406
1694074060.50379 225 90 185 320 90 410
1694074060.53717 229 91 185 323 91 414
1694074060.60381 229 90 185 324 90 414
1694074060.63716 229 93 184 320 93 413
1694074060.70381 226 91 184 319 91 410
1694074060.73718 225 92 184 317 92 409
1694074060.83577 221 87 184 318 87 405
1694074060.90243 226 91 184 319 91 410
1694074060.93577 228 94 185 319 94 413
1694074061.03578 225 91 184 318 91 409
1694074061.10245 227 90 185 322 90 412
1694074061.13578 231 97 185 319 97 416
1694074061.23577 230 97 185 318 97 415
1694074061.33579 223 89 184 318 89 407
1694074061.53578 226 94 185 317 94 411
1694074061.60383 222 90 185 317 90 407
1694074061.63641 223 93 185 315 93 408
1694074061.70246 223 94 186 315 94 409
1694074061.73579 225 93 188 320 93 413
1694074061.93719 226 84 185 327 84 411
1694074062.00246 227 88 180 319 88 407
1694074062.03579 223 85 179 317 85 402
1694074062.10246 223 86 178 315 86 401
1694074062.23721 225 90 175 310 90 400
1694074062.33580 227 90 176 313 90 403
1694074062.40246 227 93 175 309 93 402
1694074062.53712 223 93 174 304 93 397
1694074062.60304 227 93 177 311 93 404
1694074062.63580 230 96 179 313 96 409
1694074062.73580 225 88 178 315 88 403
1694074062.80379 227 89 179 317 89 406
1694074062.83713 229 91 179 317 91 408
1694074062.90308 227 87 181 321 87 408
1694074062.93643 229 87 181 323 87 410
1694074063.00247 223 84 180 319 84 403
1694074063.03580 222 83 180 319 83 402
1694074063.10388 222 87 179 314 87 401
1694074063.20375 222 90 179 311 90 401
1694074063.23581 216 90 179 305 90 395
1694074063.30248 211 91 179 299 91 390
1694074063.33581 212 90 180 302 90 392
1694074063.40377 211 90 180 301 90 391
1694074063.50380 206 87 179 298 87 385
1694074063.53714 212 92 179 299 92 391
1694074063.60248 208 87 180 301 87 388
1694074063.63581 206 87 179 298 87 385
1694074063.70381 204 85 178 297 85 382
1694074063.73715 205 89 177 293 89 382
1694074063.80378 204 89 177 292 89 381
1694074063.83714 202 88 175 289 88 377
1694074064.03715 197 90 164 271 90 361
1694074064.20249 200 87 160 273 87 360
1694074064.30338 203 89 162 276 89 365
1694074064.53583 195 89 163 269 89 358
1694074064.60311 196 84 167 279 84 363
1694074064.63717 196 86 170 280 86 366
1694074064.70338 195 82 169 282 82 364
1694074064.73784 188 82 173 279 82 361
1694074064.80339 195 82 176 289 82 371
1694074064.83583 197 79 177 295 79 374
1694074064.90312 201 84 181 298 84 382
1694074064.93646 202 81 181 302 81 383
1694074065.00340 208 85 180 303 85 388
1694074065.03785 207 81 179 305 81 386
1694074065.10449 208 81 180 307 81 388
1694074065.13584 211 87 181 305 87 392
1694074065.23648 208 88 180 300 88 388
1694074065.33745 210 89 182 303 89 392
1694074065.40251 213 97 182 298 97 395
1694074065.53649 200 84 182 298 84 382
1694074065.60231 206 86 182 302 86 388
1694074065.63564 206 82 182 306 82 388
1694074065.70230 202 82 183 303 82 385
1694074065.73563 207 84 182 305 84 389
1694074065.80290 201 78 182 305 78 383
1694074065.90291 202 84 180 298 84 382
1694074065.93564 206 94 180 292 94 386
1694074066.03563 203 91 179 291 91 382
1694074066.10295 205 90 177 292 90 382
1694074066.13628 208 93 179 294 93 387
1694074066.23697 200 90 174 284 90 374
1694074066.30231 205 92 173 286 92 378
1694074066.33564 204 92 173 285 92 377
1694074066.40318 207 94 174 287 94 381
1694074066.43698 207 90 173 290 90 380
1694074066.53697 208 90 170 288 90 378
1694074066.60231 211 90 169 290 90 380
1694074066.63565 212 95 169 286 95 381
1694074066.73566 206 88 166 284 88 372
1694074066.80233 206 88 166 284 88 372
1694074066.83566 216 92 166 290 92 382
1694074066.90232 217 89 165 293 89 382
1694074066.93565 221 92 168 297 92 389
1694074067.00319 220 87 169 302 87 389
1694074067.03657 228 96 169 301 96 397
1694074067.10233 220 90 168 298 90 388
1694074067.13566 220 88 169 301 88 389
1694074067.23629 221 87 168 302 87 389
1694074067.30322 220 89 171 302 89 391
1694074067.40234 222 93 174 303 93 396
1694074067.43567 223 91 176 308 91 399
1694074067.50233 225 90 176 311 90 401
1694074067.53699 224 88 176 312 88 400
1694074067.60323 226 90 174 310 90 400
1694074067.63658 224 87 173 310 87 397
1694074067.70234 227 89 170 308 89 397
1694074067.73567 223 89 167 301 89 390
1694074067.83699 222 94 163 291 94 385
1694074067.93658 224 93 164 295 93 388
1694074068.00235 223 99 168 292 99 391
1694074068.03568 224 99 170 295 99 394
1694074068.13700 218 94 167 291 94 385
1694074068.20295 223 99 170 294 99 393
1694074068.23700 222 99 173 296 99 395
1694074068.30321 222 99 172 295 99 394
1694074068.33569 223 96 174 301 96 397
1694074068.43702 223 99 172 296 99 395
1694074068.50364 221 95 171 297 95 392
1694074068.53701 223 96 172 299 96 395
1694074068.60323 221 93 173 301 93 394
1694074068.73702 218 94 171 295 94 389
1694074068.83701 218 100 167 285 100 385
1694074068.90393 217 102 168 283 102 385
1694074069.00236 211 95 165 281 95 376
1694074069.13711 211 102 166 275 102 377
1694074069.20365 220 102 166 284 102 386
1694074069.23730 214 90 167 291 90 381
1694074069.30236 214 95 166 285 95 380
1694074069.33704 218 96 172 294 96 390
1694074069.43712 215 90 170 295 90 385
1694074069.50376 221 95 171 297 95 392
1694074069.60237 219 98 172 293 98 391
1694074069.63715 218 96 173 295 96 391
1694074069.73713 219 93 172 298 93 391
1694074069.80366 221 95 173 299 95 394
1694074069.90323 218 93 173 298 93 391
1694074069.93573 226 94 173 305 94 399
1694074070.00239 226 97 173 302 97 399
1694074070.10239 227 97 175 305 97 402
1694074070.13572 232 94 176 314 94 408
1694074070.20238 231 95 177 313 95 408
1694074070.30240 230 96 176 310 96 406
1694074070.33573 233 93 177 317 93 410
1694074070.43572 233 92 177 318 92 410
1694074070.53712 233 90 176 319 90 409
1694074070.60240 232 92 177 317 92 409
1694074070.63573 235 95 178 318 95 413
1694074070.70239 233 89 178 322 89 411
1694074070.73573 237 93 176 320 93 413
1694074070.80239 241 96 176 321 96 417
1694074070.93574 238 91 175 322 91 413
1694074071.03573 237 89 175 323 89 412
1694074071.13715 234 87 176 323 87 410
1694074071.20300 234 86 175 323 86 409
1694074071.23575 235 88 177 324 88 412
1694074071.30241 237 88 177 326 88 414
1694074071.33574 236 90 178 324 90 414
1694074071.40240 236 92 178 322 92 414
1694074071.43717 241 91 182 332 91 423
1694074071.50381 237 86 183 334 86 420
1694074071.53575 236 89 183 330 89 419
1694074071.63574 230 87 183 326 87 413
1694074071.70382 230 85 183 328 85 413
1694074071.80370 233 87 183 329 87 416
1694074071.90242 233 86 183 330 86 416
1694074071.93575 232 86 183 329 86 415
1694074072.00371 234 90 182 326 90 416
1694074072.10381 232 92 182 322 92 414
1694074072.13709 239 99 181 321 99 420
1694074072.20242 238 96 181 323 96 419
1694074072.30372 233 90 180 323 90 413
1694074072.33709 240 97 181 324 97 421
1694074072.40372 235 92 181 324 92 416
1694074072.50302 232 91 181 322 91 413
1694074072.53576 236 94 182 324 94 418
1694074072.63710 232 90 183 325 90 415
1694074072.73709 230 94 183 319 94 413
1694074072.83576 227 90 182 319 90 409
1694074072.93710 230 92 182 320 92 412
1694074073.00374 230 90 181 321 90 411
1694074073.03709 231 92 179 318 92 410
1694074073.10244 231 89 174 316 89 405
1694074073.23579 229 88 170 311 88 399
1694074073.33779 233 92 171 312 92 404
1694074073.40374 234 92 173 315 92 407
1694074073.43578 232 90 173 315 90 405
1694074073.50307 233 92 174 315 92 407
1694074073.53781 232 91 177 318 91 409
1694074073.63780 230 93 176 313 93 406
1694074073.70444 230 94 177 313 94 407
1694074073.80305 242 106 176 312 106 418
1694074073.90333 236 99 176 313 99 412
1694074073.93712 237 101 175 311 101 412
1694074074.00333 237 100 174 311 100 411
1694074074.10306 232 93 172 311 93 404
1694074074.20333 224 91 173 306 91 397
1694074074.23780 225 96 172 301 96 397
1694074074.33781 220 94 176 302 94 396
1694074074.40306 222 96 177 303 96 399
1694074074.50247 220 98 178 300 98 398
1694074074.53580 220 98 179 301 98 399
1694074074.63580 214 97 180 297 97 394
1694074074.70307 222 100 179 301 100 401
1694074074.83581 218 97 180 301 97 398
1694074074.93580 219 93 180 306 93 399
1694074075.03646 216 91 179 304 91 395
1694074075.13645 223 98 179 304 98 402
1694074075.20248 224 99 180 305 99 404
1694074075.33647 220 94 179 305 94 399
1694074075.43714 228 98 180 310 98 408
1694074075.50248 233 98 182 317 98 415
1694074075.53581 234 99 182 317 99 416
1694074075.63674 229 98 182 313 98 411
1694074075.70380 233 103 182 312 103 415
1694074075.73716 231 99 183 315 99 414
1694074075.83582 228 95 184 317 95 412
1694074075.90337 236 100 183 319 100 419
1694074075.93674 236 97 183 322 97 419
1694074076.00379 235 100 182 317 100 417
1694074076.03583 241 104 182 319 104 423
1694074076.10249 237 98 182 321 98 419
1694074076.13582 237 96 184 325 96 421
1694074076.20340 234 100 185 319 100 419
1694074076.23675 233 103 185 315 103 418
1694074076.30250 231 104 185 312 104 416
1694074076.33583 232 104 184 312 104 416
1694074076.40249 235 102 185 318 102 420
1694074076.60339 228 104 181 305 104 409
1694074076.63584 229 102 182 309 102 411
1694074076.70250 228 101 183 310 101 411
1694074076.73583 228 101 177 304 101 405
1694074076.80382 226 100 179 305 100 405
1694074076.83677 231 102 179 308 102 410
1694074076.93584 229 100 180 309 100 409
1694074077.00251 229 98 180 311 98 409
1694074077.03584 227 100 180 307 100 407
1694074077.10383 225 98 178 305 98 403
1694074077.20341 222 100 177 299 100 399
1694074077.23676 224 105 178 297 105 402
1694074077.30251 221 104 180 297 104 401
1694074077.43717 223 103 179 299 103 402
1694074077.50343 227 106 181 302 106 408
1694074077.53745 230 105 181 306 105 411
1694074077.60230 230 104 181 307 104 411
1694074077.73697 234 109 179 304 109 413
1694074077.83725 235 105 181 311 105 416
1694074077.93564 238 111 181 308 111 419
1694074078.00292 237 109 181 309 109 418
1694074078.10362 238 112 179 305 112 417
1694074078.13656 238 111 179 306 111 417
1694074078.23564 238 106 176 308 106 414
1694074078.30363 240 103 175 312 103 415
1694074078.33699 240 101 173 312 101 413
1694074078.43698 238 100 171 309 100 409
1694074078.50320 243 100 174 317 100 417
1694074078.53565 242 99 174 317 99 416
1694074078.60364 242 101 175 316 101 417
1694074078.73699 226 91 175 310 91 401
1694074078.80391 222 90 175 307 90 397
1694074078.93701 221 101 170 290 101 391
1694074079.13566 200 84 160 276 84 360
1694074079.20234 201 88 154 267 88 355
1694074079.73567 147 61 101 187 61 248
1694074079.80236 154 89 92 157 89 246
1694074080.80237 79 46 28 61 46 107
1694074080.83570 125 95 34 64 95 159
1694074082.03703 82 52 27 57 52 109
1694074082.30370 118 82 42 78 82 160
1694074082.80441 131 87 55 99 87 186
1694074082.90371 173 101 95 167 101 268
1694074082.93706 183 101 109 191 101 292
1694074083.00239 186 99 122 209 99 308
1694074083.03638 193 104 121 210 104 314
1694074083.13774 183 98 115 200 98 298
