#timestamp(s) cam0 cam1 cam2 mono stereo observe
1694073952.83709 219 101 149 267 101 368
1694073952.93577 175 81 126 220 81 301
1694073953.00372 204 94 139 249 94 343
1694073953.03576 203 97 153 259 97 356
1694073953.10245 191 95 122 218 95 313
1694073953.20244 196 86 117 227 86 313
1694073953.23577 223 114 144 253 114 367
1694073953.30244 201 86 151 266 86 352
1694073953.33577 222 118 158 262 118 380
1694073953.40331 189 93 138 234 93 327
1694073953.43579 225 123 151 253 123 376
1694073953.50245 212 104 145 253 104 357
1694073953.53578 214 114 146 246 114 360
1694073953.63578 197 104 113 206 104 310
1694073953.73579 184 91 106 199 91 290
1694073953.83579 191 111 119 199 111 310
1694073953.90245 211 122 119 208 122 330
1694073954.00373 198 105 125 218 105 323
1694073954.03669 221 135 156 242 135 377
1694073954.10246 217 126 150 241 126 367
1694073954.13579 225 134 149 240 134 374
1694073954.23579 195 102 131 224 102 326
1694073954.30375 218 132 139 225 132 357
1694073954.33719 226 139 144 231 139 370
1694073954.43580 200 108 128 220 108 328
1694073954.50246 222 131 129 220 131 351
1694073954.53579 224 120 144 248 120 368
1694073954.60383 212 107 135 240 107 347
1694073954.63720 225 133 151 243 133 376
1694073954.70247 222 130 142 234 130 364
1694073954.73580 221 132 138 227 132 359
1694073954.83580 202 121 127 208 121 329
1694073954.90387 217 128 132 221 128 349
1694073954.93722 219 134 147 232 134 366
1694073955.03581 202 124 137 215 124 339
1694073955.40248 128 73 44 99 73 172
1694073955.43581 227 147 122 202 147 349
1694073955.50456 210 135 128 203 135 338
1694073955.53790 222 151 130 201 151 352
1694073955.63789 213 128 120 205 128 333
1694073955.70248 234 147 133 220 147 367
1694073955.73581 247 153 142 236 153 389
1694073955.80387 231 138 147 240 138 378
1694073955.83723 246 144 137 239 144 383
1694073955.93722 212 114 124 222 114 336
1694073956.00378 220 132 126 214 132 346
1694073956.03582 244 165 146 225 165 390
1694073956.10380 234 150 150 234 150 384
1694073956.13792 242 142 150 250 142 392
1694073956.23723 198 97 135 236 97 333
1694073956.30378 204 103 144 245 103 348
1694073956.33582 223 118 152 257 118 375
1694073956.43716 188 86 138 240 86 326
1694073956.50380 188 95 143 236 95 331
1694073956.53783 203 107 149 245 107 352
1694073956.63583 182 79 134 237 79 316
1694073956.70381 195 107 138 226 107 333
1694073956.73716 201 114 145 232 114 346
1694073956.83783 182 94 127 215 94 309
1694073956.93583 178 96 129 211 96 307
1694073957.03585 182 108 126 200 108 308
1694073957.13585 178 100 125 203 100 303
1694073957.20251 189 110 142 221 110 331
1694073957.23584 202 119 163 246 119 365
1694073957.30312 199 112 167 254 112 366
1694073957.33647 212 104 164 272 104 376
1694073957.40252 209 96 160 273 96 369
1694073957.50229 197 91 134 240 91 331
1694073957.53562 203 101 155 257 101 358
1694073957.60291 218 105 149 262 105 367
1694073957.63626 229 120 149 258 120 378
1694073957.70231 225 114 144 255 114 369
1694073957.73564 235 127 153 261 127 388
1694073957.80230 223 113 152 262 113 375
1694073957.83563 233 113 158 278 113 391
1694073957.90359 221 103 155 273 103 376
1694073957.93627 230 100 161 291 100 391
1694073958.00290 221 95 157 283 95 378
1694073958.03564 217 96 158 279 96 375
1694073958.13563 181 81 137 237 81 318
1694073958.20360 186 88 130 228 88 316
1694073958.23627 183 88 153 248 88 336
1694073958.33565 182 83 132 231 83 314
1694073958.43564 195 95 120 220 95 315
1694073958.50319 213 95 138 256 95 351
1694073958.53697 221 109 144 256 109 365
1694073958.60292 209 91 139 257 91 348
1694073958.63626 216 101 146 261 101 362
1694073958.70231 192 83 138 247 83 330
1694073958.73565 218 98 141 261 98 359
1694073958.83655 206 88 121 239 88 327
1694073958.90232 210 97 135 248 97 345
1694073958.93697 207 91 141 257 91 348
1694073959.00232 207 101 139 245 101 346
1694073959.03565 217 109 136 244 109 353
1694073959.10364 186 84 124 226 84 310
1694073959.13698 212 109 135 238 109 347
1694073959.20233 201 91 132 242 91 333
1694073959.23566 210 106 133 237 106 343
1694073959.33566 183 91 119 211 91 302
1694073959.43657 182 100 118 200 100 300
1694073959.50364 198 106 124 216 106 322
1694073959.53567 206 108 136 234 108 342
1694073959.60233 199 97 128 230 97 327
1694073959.63566 212 97 133 248 97 345
1694073959.70322 213 103 108 218 103 321
1694073959.73658 212 106 117 223 106 329
1694073959.83567 197 101 108 204 101 305
1694073959.90234 200 102 108 206 102 308
1694073960.00321 197 99 95 193 99 292
1694073960.03659 212 122 109 199 122 321
1694073960.13657 195 102 106 199 102 301
1694073960.23567 196 115 106 187 115 302
1694073960.30294 210 131 122 201 131 332
1694073960.33659 218 134 127 211 134 345
1694073960.43658 199 119 132 212 119 331
1694073960.50235 209 132 127 204 132 336
1694073960.53631 236 147 129 218 147 365
1694073960.63631 226 127 125 224 127 351
1694073960.70323 238 143 121 216 143 359
1694073960.73659 238 135 130 233 135 368
1694073960.80235 241 141 139 239 141 380
1694073960.83634 260 165 140 235 165 400
1694073960.93633 222 121 132 233 121 354
1694073961.00322 229 130 141 240 130 370
1694073961.03732 239 136 151 254 136 390
1694073961.13704 229 133 132 228 133 361
1694073961.20368 228 121 142 249 121 370
1694073961.23633 232 130 156 258 130 388
1694073961.30295 215 111 155 259 111 370
1694073961.33661 236 138 157 255 138 393
1694073961.40236 228 131 143 240 131 371
1694073961.43660 232 134 152 250 134 384
1694073961.50299 223 115 140 248 115 363
1694073961.53634 222 115 146 253 115 368
1694073961.63703 214 94 143 263 94 357
1694073961.70237 213 106 153 260 106 366
1694073961.73661 213 108 160 265 108 373
1694073961.83703 192 100 159 251 100 351
1694073961.90297 200 99 164 265 99 364
1694073961.93703 219 106 164 277 106 383
1694073962.00237 218 104 160 274 104 378
1694073962.03661 228 116 169 281 116 397
1694073962.10369 227 119 176 284 119 403
1694073962.13572 233 124 172 281 124 405
1694073962.20238 226 117 162 271 117 388
1694073962.23571 215 117 163 261 117 378
1694073962.50239 162 81 112 193 81 274
1694073962.53572 221 113 141 249 113 362
1694073962.63703 212 100 152 264 100 364
1694073962.70326 233 123 160 270 123 393
1694073962.73573 225 104 164 285 104 389
1694073962.83573 204 100 157 261 100 361
1694073962.90239 218 114 158 262 114 376
1694073962.93704 230 119 166 277 119 396
1694073963.00326 227 111 163 279 111 390
1694073963.03664 248 123 171 296 123 419
1694073963.10240 247 122 167 292 122 414
1694073963.13574 239 118 170 291 118 409
1694073963.23715 232 120 167 279 120 399
1694073963.33663 216 111 162 267 111 378
1694073963.40241 217 113 159 263 113 376
1694073963.43574 243 123 168 288 123 411
1694073963.53715 229 120 152 261 120 381
1694073963.60370 246 122 172 296 122 418
1694073963.63714 242 116 173 299 116 415
1694073963.70241 237 115 172 294 115 409
1694073963.73574 233 117 171 287 117 404
1694073963.83716 210 98 155 267 98 365
1694073963.90370 228 122 165 271 122 393
1694073963.93715 237 113 168 292 113 405
1694073964.00242 226 107 164 283 107 390
1694073964.03575 229 117 165 277 117 394
1694073964.10241 235 122 163 276 122 398
1694073964.13717 244 119 167 292 119 411
1694073964.23716 220 106 142 256 106 362
1694073964.33576 225 112 151 264 112 376
1694073964.40242 234 131 152 255 131 386
1694073964.43717 253 136 168 285 136 421
1694073964.50380 246 124 167 289 124 413
1694073964.53716 243 127 155 271 127 398
1694073964.63715 226 110 140 256 110 366
1694073964.70242 230 114 154 270 114 384
1694073964.73785 237 120 161 278 120 398
1694073964.83786 223 110 149 262 110 372
1694073964.93717 231 112 138 257 112 369
1694073965.00243 225 114 156 267 114 381
1694073965.03787 238 121 165 282 121 403
1694073965.10451 222 106 168 284 106 390
1694073965.13786 259 124 169 304 124 428
1694073965.20381 250 111 168 307 111 418
1694073965.23785 241 110 171 302 110 412
1694073965.30243 244 120 163 287 120 407
1694073965.33719 250 121 156 285 121 406
1694073965.43786 235 115 155 275 115 390
1694073965.50452 218 112 149 255 112 367
1694073965.53786 234 126 161 269 126 395
1694073965.63641 225 118 158 265 118 383
1694073965.70384 237 130 153 260 130 390
1694073965.73788 244 134 160 270 134 404
1694073965.83710 220 111 144 253 111 364
1694073965.90244 236 125 161 272 125 397
1694073965.93641 242 123 181 300 123 423
1694073966.00246 223 114 177 286 114 400
1694073966.03579 240 119 179 300 119 419
1694073966.13579 225 115 152 262 115 377
1694073966.23711 215 115 147 247 115 362
1694073966.30247 227 128 157 256 128 384
1694073966.33580 236 134 169 271 134 405
1694073966.43579 219 117 148 250 117 367
1694073966.50246 232 130 160 262 130 392
1694073966.53711 242 139 166 269 139 408
1694073966.63580 226 120 144 250 120 370
1694073966.73580 234 128 137 243 128 371
1694073966.80246 233 126 146 253 126 379
1694073966.83712 259 151 157 265 151 416
1694073966.90308 232 140 149 241 140 381
1694073967.13713 203 103 93 193 103 296
1694073967.20376 241 145 137 233 145 378
1694073967.23645 250 149 159 260 149 409
1694073967.30248 237 135 164 266 135 401
1694073967.33581 256 138 176 294 138 432
1694073967.40247 260 141 166 285 141 426
1694073967.53714 228 131 129 226 131 357
1694073967.63582 221 133 118 206 133 339
1694073967.90307 163 94 97 166 94 260
1694073967.93713 237 140 154 251 140 391
1694073968.00248 228 132 168 264 132 396
1694073968.03715 243 144 170 269 144 413
1694073968.13673 212 121 155 246 121 367
1694073968.20377 228 145 152 235 145 380
1694073968.23582 263 161 173 275 161 436
1694073968.30249 256 148 172 280 148 428
1694073968.33673 269 171 173 271 171 442
1694073968.40336 234 136 167 265 136 401
1694073968.43673 262 163 172 271 163 434
1694073968.50250 233 137 168 264 137 401
1694073968.60249 218 125 153 246 125 371
1694073968.63674 256 160 161 257 160 417
1694073968.70336 247 145 164 266 145 411
1694073968.73673 255 153 161 263 153 416
1694073968.80338 253 161 157 249 161 410
1694073968.83584 264 153 160 271 153 424
1694073968.93647 234 119 160 275 119 394
1694073969.00339 239 141 155 253 141 394
1694073969.03675 253 149 161 265 149 414
1694073969.13584 229 123 162 268 123 391
1694073969.20250 237 142 157 252 142 394
1694073969.23648 250 143 156 263 143 406
1694073969.30339 249 139 154 264 139 403
1694073969.33674 256 145 156 267 145 412
1694073969.43743 211 118 159 252 118 370
1694073969.53627 225 126 154 253 126 379
1694073969.63723 210 113 164 261 113 374
1694073969.70388 232 129 166 269 129 398
1694073969.73722 240 132 178 286 132 418
1694073969.80230 227 128 184 283 128 411
1694073969.83628 241 133 184 292 133 425
1694073969.90289 204 99 183 288 99 387
1694073969.93627 232 112 181 301 112 413
1694073970.00318 228 93 179 314 93 407
1694073970.03654 229 114 178 293 114 407
1694073970.10230 215 97 183 301 97 398
1694073970.13628 220 108 175 287 108 395
1694073970.20290 205 88 168 285 88 373
1694073970.23628 212 96 169 285 96 381
1694073970.30318 206 96 165 275 96 371
1694073970.33654 225 110 169 284 110 394
1694073970.43629 202 86 159 275 86 361
1694073970.53629 201 86 164 279 86 365
1694073970.60290 211 111 175 275 111 386
1694073970.63565 211 106 177 282 106 388
1694073970.73698 201 89 159 271 89 360
1694073970.80294 209 107 159 261 107 368
1694073970.83698 211 111 159 259 111 370
1694073970.93697 206 103 144 247 103 350
1694073971.00232 218 112 162 268 112 380
1694073971.03656 232 130 177 279 130 409
1694073971.10233 215 116 174 273 116 389
1694073971.13566 227 118 180 289 118 407
1694073971.20361 220 112 163 271 112 383
1694073971.30319 193 97 147 243 97 340
1694073971.33657 216 113 165 268 113 381
1694073971.40234 218 100 161 279 100 379
1694073971.53567 181 71 133 243 71 314
1694073971.60294 221 97 160 284 97 381
1694073971.63658 247 117 167 297 117 414
1694073971.70235 224 96 149 277 96 373
1694073971.73568 226 103 164 287 103 390
1694073971.83567 219 100 148 267 100 367
1694073971.90292 206 85 152 273 85 358
1694073971.93698 223 106 163 280 106 386
1694073972.00326 219 96 158 281 96 377
1694073972.03569 230 106 152 276 106 382
1694073972.13568 214 88 136 262 88 350
1694073972.23700 210 98 126 238 98 336
1694073972.33569 208 95 132 245 95 340
1694073972.43568 208 85 140 263 85 348
1694073972.50364 208 100 157 265 100 365
1694073972.53700 233 111 165 287 111 398
1694073972.60322 223 99 151 275 99 374
1694073972.73569 191 85 134 240 85 325
1694073972.80375 212 96 136 252 96 348
1694073972.83709 227 115 160 272 115 387
1694073972.93659 215 103 137 249 103 352
1694073973.00236 218 111 150 257 111 368
1694073973.03570 242 124 158 276 124 400
1694073973.10377 231 114 164 281 114 395
1694073973.13711 232 124 164 272 124 396
1694073973.23710 193 92 131 232 92 324
1694073973.33570 192 94 137 235 94 329
1694073973.40366 212 99 149 262 99 361
1694073973.43712 226 116 159 269 116 385
1694073973.50376 209 103 160 266 103 369
1694073973.53711 231 122 165 274 122 396
1694073973.60324 219 109 158 268 109 377
1694073973.63571 226 117 161 270 117 387
1694073973.70446 216 97 154 273 97 370
1694073973.73712 225 118 158 265 118 383
1694073973.83712 203 105 137 235 105 340
1694073973.90374 223 120 141 244 120 364
1694073973.93571 232 134 157 255 134 389
1694073974.00445 224 111 149 262 111 373
1694073974.03781 223 118 154 259 118 377
1694073974.13780 202 101 134 235 101 336
1694073974.23712 194 102 124 216 102 318
1694073974.30376 208 111 149 246 111 357
1694073974.33713 215 117 164 262 117 379
1694073974.40376 218 110 164 272 110 382
1694073974.43780 221 111 165 275 111 386
1694073974.50375 214 101 156 269 101 370
1694073974.53712 226 102 165 289 102 391
1694073974.63714 219 97 145 267 97 364
1694073974.70368 208 95 143 256 95 351
1694073974.73713 225 106 149 268 106 374
1694073974.83781 209 89 141 261 89 350
1694073974.90301 217 101 145 261 101 362
1694073974.93575 227 111 154 270 111 381
1694073975.03574 207 103 147 251 103 354
1694073975.10240 215 104 149 260 104 364
1694073975.13573 217 104 161 274 104 378
1694073975.20368 213 97 162 278 97 375
1694073975.23637 216 94 155 277 94 371
1694073975.30241 204 92 143 255 92 347
1694073975.40241 202 88 140 254 88 342
1694073975.43574 214 88 154 280 88 368
1694073975.50382 207 87 148 268 87 355
1694073975.53638 219 97 165 287 97 384
1694073975.60242 214 94 166 286 94 380
1694073975.63575 223 116 175 282 116 398
1694073975.70241 219 97 168 290 97 387
1694073975.73574 227 107 169 289 107 396
1694073975.80369 229 107 163 285 107 392
1694073975.83706 226 104 171 293 104 397
1694073975.90301 218 102 164 280 102 382
1694073975.93575 214 96 156 274 96 370
1694073976.03575 199 89 151 261 89 350
1694073976.13707 188 92 138 234 92 326
1694073976.23639 187 92 130 225 92 317
1694073976.30242 198 98 144 244 98 342
1694073976.33575 208 92 148 264 92 356
1694073976.40370 186 76 152 262 76 338
1694073976.43706 217 108 166 275 108 383
1694073976.50303 205 89 164 280 89 369
1694073976.60243 188 77 146 257 77 334
1694073976.63576 211 108 160 263 108 371
1694073976.70371 194 97 164 261 97 358
1694073976.73707 212 107 162 267 107 374
1694073976.83640 197 92 145 250 92 342
1694073976.90374 210 93 152 269 93 362
1694073976.93576 217 96 167 288 96 384
1694073977.00330 200 81 170 289 81 370
1694073977.03709 203 81 163 285 81 366
1694073977.10374 209 82 143 270 82 352
1694073977.13577 210 93 157 274 93 367
1694073977.20372 205 88 157 274 88 362
1694073977.23577 204 100 164 268 100 368
1694073977.30333 183 85 158 256 85 341
1694073977.33711 183 77 163 269 77 346
1694073977.43710 166 74 141 233 74 307
1694073977.50244 179 87 127 219 87 306
1694073977.53577 183 77 151 257 77 334
1694073977.60332 183 82 151 252 82 334
1694073977.70376 178 84 137 231 84 315
1694073977.73668 200 100 152 252 100 352
1694073977.80245 187 90 146 243 90 333
1694073977.90331 167 72 131 226 72 298
1694073977.93669 192 89 152 255 89 344
1694073978.00376 182 79 147 250 79 329
1694073978.03710 205 91 148 262 91 353
1694073978.10245 200 75 147 272 75 347
1694073978.13578 211 84 153 280 84 364
1694073978.23739 197 75 135 257 75 332
1694073978.30333 201 84 153 270 84 354
1694073978.33738 202 83 162 281 83 364
1694073978.43579 190 67 146 269 67 336
1694073978.50307 182 71 127 238 71 309
1694073978.73580 136 58 103 181 58 239
1694073978.80309 197 80 131 248 80 328
1694073978.83644 220 93 152 279 93 372
1694073978.90336 214 79 156 291 79 370
1694073978.93739 223 91 156 288 91 379
1694073979.03740 192 73 142 261 73 334
1694073979.10310 207 89 158 276 89 365
1694073979.13645 206 93 152 265 93 358
1694073979.23740 193 88 136 241 88 329
1694073979.30335 201 90 147 258 90 348
1694073979.33740 202 87 160 275 87 362
1694073979.40307 207 82 155 280 82 362
1694073979.43645 217 90 137 264 90 354
1694073979.53645 202 81 136 257 81 338
1694073979.60248 203 84 144 263 84 347
1694073979.70312 190 88 146 248 88 336
1694073979.73646 213 95 164 282 95 377
1694073979.80307 208 89 165 284 89 373
1694073979.83645 215 100 163 278 100 378
1694073979.90248 205 99 156 262 99 361
1694073979.93582 205 99 162 268 99 367
1694073980.00337 201 91 157 267 91 358
1694073980.03716 207 98 155 264 98 362
1694073980.10380 203 93 142 252 93 345
1694073980.13715 218 111 151 258 111 369
1694073980.23582 199 91 142 250 91 341
1694073980.30336 198 99 135 234 99 333
1694073980.33584 206 95 151 262 95 357
1694073980.40378 205 94 155 266 94 360
1694073980.43583 214 95 158 277 95 372
1694073980.50250 212 92 141 261 92 353
1694073980.53583 212 91 150 271 91 362
1694073980.60339 203 84 138 257 84 341
1694073980.63673 217 99 148 266 99 365
1694073980.70251 201 82 144 263 82 345
1694073980.73584 213 84 145 274 84 358
1694073980.80250 218 91 139 266 91 357
1694073980.83583 230 98 152 284 98 382
1694073980.90340 231 97 148 282 97 379
1694073980.93673 220 90 166 296 90 386
1694073981.00252 209 91 155 273 91 364
1694073981.03585 219 101 157 275 101 376
1694073981.10251 199 88 148 259 88 347
1694073981.20309 201 95 134 240 95 335
1694073981.23675 212 102 153 263 102 365
1694073981.30252 214 92 153 275 92 367
1694073981.33585 229 104 143 268 104 372
1694073981.43584 219 97 123 245 97 342
1694073981.50361 217 97 128 248 97 345
1694073981.60317 205 90 124 239 90 329
1694073981.70230 199 82 127 244 82 326
1694073981.80358 196 76 133 253 76 329
1694073981.83695 224 85 154 293 85 378
1694073981.90316 219 81 157 295 81 376
1694073981.93564 230 87 168 311 87 398
1694073982.00231 222 82 159 299 82 381
1694073982.03563 217 93 160 284 93 377
1694073982.10359 221 88 162 295 88 383
1694073982.13696 224 87 173 310 87 397
1694073982.20316 217 78 163 302 78 380
1694073982.23654 230 88 155 297 88 385
1694073982.30231 209 81 160 288 81 369
1694073982.33564 211 87 171 295 87 382
1694073982.40360 215 88 168 295 88 383
1694073982.43696 221 88 170 303 88 391
1694073982.50359 223 74 161 310 74 384
1694073982.53655 234 94 173 313 94 407
1694073982.60231 224 80 166 310 80 390
1694073982.70361 204 76 152 280 76 356
1694073982.73706 211 85 161 287 85 372
1694073982.83706 187 72 156 271 72 343
1694073982.90232 190 76 153 267 76 343
1694073983.00371 172 65 147 254 65 319
1694073983.03709 194 72 157 279 72 351
1694073983.10441 185 69 155 271 69 340
1694073983.13775 195 75 163 283 75 358
1694073983.23566 177 66 148 259 66 325
1694073983.30374 186 74 155 267 74 341
1694073983.33709 188 68 157 277 68 345
1694073983.43776 170 59 142 253 59 312
1694073983.50373 180 70 146 256 70 326
1694073983.53566 185 71 160 274 71 345
1694073983.60373 186 66 156 276 66 342
1694073983.63776 195 85 159 269 85 354
1694073983.70441 189 79 149 259 79 338
1694073983.73776 185 70 145 260 70 330
1694073983.83567 164 64 126 226 64 290
1694073983.90235 174 61 149 262 61 323
1694073983.93569 175 62 162 275 62 337
1694073984.00235 172 50 161 283 50 333
1694073984.03568 184 61 165 288 61 349
1694073984.10234 188 64 153 277 64 341
1694073984.13567 188 66 157 279 66 345
1694073984.20236 177 59 152 270 59 329
1694073984.23569 202 70 164 296 70 366
1694073984.30235 195 64 156 287 64 351
1694073984.33569 205 78 155 282 78 360
1694073984.43568 175 46 133 262 46 308
1694073984.50296 186 54 146 278 54 332
1694073984.53570 199 64 156 291 64 355
1694073984.63569 190 46 144 288 46 334
1694073984.70235 198 44 147 301 44 345
1694073984.73568 203 51 161 313 51 364
1694073984.80375 207 46 158 319 46 365
1694073984.83632 217 60 171 328 60 388
1694073984.90237 204 52 166 318 52 370
1694073984.93570 213 60 167 320 60 380
1694073985.00236 208 63 158 303 63 366
1694073985.03569 200 63 162 299 63 362
1694073985.10376 207 63 150 294 63 357
1694073985.13633 211 68 170 313 68 381
1694073985.20237 205 59 168 314 59 373
1694073985.23570 195 57 174 312 57 369
1694073985.30236 188 62 175 301 62 363
1694073985.40365 174 52 149 271 52 323
1694073985.43701 190 66 168 292 66 358
1694073985.50300 183 65 164 282 65 347
1694073985.53571 189 67 175 297 67 364
1694073985.63570 164 66 155 253 66 319
1694073985.70367 169 80 162 251 80 331
1694073985.90237 141 41 126 226 41 267
1694073985.93704 176 62 163 277 62 339
1694073986.03703 167 44 164 287 44 331
1694073986.13703 170 48 156 278 48 326
1694073986.20238 174 59 151 266 59 325
1694073986.23705 185 58 173 300 58 358
1694073986.30368 188 61 170 297 61 358
1694073986.33704 204 69 172 307 69 376
1694073986.40367 186 65 156 277 65 342
1694073986.43572 215 75 165 305 75 380
1694073986.50238 203 71 159 291 71 362
1694073986.53705 209 76 166 299 76 375
1694073986.60327 206 65 164 305 65 370
1694073986.63704 215 73 177 319 73 392
1694073986.70326 204 68 164 300 68 368
1694073986.73573 214 72 165 307 72 379
1694073986.83706 205 68 139 276 68 344
1694073986.93705 190 77 126 239 77 316
1694073987.00327 187 62 139 264 62 326
1694073987.03705 203 78 149 274 78 352
1694073987.10240 195 77 149 267 77 344
1694073987.13637 199 72 156 283 72 355
1694073987.20328 195 69 160 286 69 355
1694073987.23773 194 70 156 280 70 350
1694073987.30328 176 68 150 258 68 326
1694073987.33774 191 82 150 259 82 341
1694073987.40240 187 83 146 250 83 333
1694073987.43637 198 92 152 258 92 350
1694073987.50330 179 81 153 251 81 332
1694073987.53776 193 92 162 263 92 355
1694073987.60440 178 81 152 249 81 330
1694073987.63775 202 89 156 269 89 358
1694073987.70241 191 72 151 270 72 342
1694073987.73638 207 94 155 268 94 362
1694073987.80301 187 79 150 258 79 337
1694073987.83734 207 93 163 277 93 370
1694073987.90328 187 81 148 254 81 335
1694073987.93665 198 90 149 257 90 347
1694073988.00241 200 90 145 255 90 345
1694073988.03639 199 94 151 256 94 350
1694073988.10301 204 92 144 256 92 348
1694073988.13638 205 98 149 256 98 354
1694073988.20329 186 77 144 253 77 330
1694073988.23735 198 91 138 245 91 336
1694073988.33640 188 73 130 245 73 318
1694073988.40302 202 81 133 254 81 335
1694073988.43638 220 92 145 273 92 365
1694073988.50243 209 80 145 274 80 354
1694073988.53576 212 82 154 284 82 366
1694073988.60242 195 77 147 265 77 342
1694073988.63665 205 82 147 270 82 352
1694073988.70303 183 68 150 265 68 333
1694073988.73640 177 72 147 252 72 324
1694073988.83577 164 58 123 229 58 287
1694073988.93666 170 65 124 229 65 294
1694073989.00305 176 79 127 224 79 303
1694073989.03709 187 92 140 235 92 327
1694073989.10375 178 82 136 232 82 314
1694073989.20243 165 74 121 212 74 286
1694073989.23667 175 74 130 231 74 305
1694073989.30376 148 62 133 219 62 281
1694073989.33710 167 76 137 228 76 304
1694073989.43577 153 65 109 197 65 262
1694073989.53668 154 62 108 200 62 262
1694073989.60245 165 73 120 212 73 285
1694073989.63579 182 80 133 235 80 315
1694073989.70245 164 60 124 228 60 288
1694073989.73578 180 63 128 245 63 308
1694073989.80244 169 66 144 247 66 313
1694073989.83669 157 63 150 244 63 307
1694073989.90331 162 68 132 226 68 294
1694073989.93579 173 72 137 238 72 310
1694073990.00246 176 67 132 241 67 308
1694073990.03579 184 74 133 243 74 317
1694073990.10245 182 67 133 248 67 315
1694073990.13669 181 70 130 241 70 311
1694073990.23580 155 54 123 224 54 278
1694073990.33579 150 69 103 184 69 253
1694073990.43710 148 68 107 187 68 255
1694073990.50333 157 76 108 189 76 265
1694073990.63580 157 69 94 182 69 251
1694073990.70246 177 89 114 202 89 291
1694073990.73711 195 109 124 210 109 319
1694073990.80336 191 104 119 206 104 310
1694073990.90247 192 94 115 213 94 307
1694073990.93580 200 109 118 209 109 318
1694073991.03711 182 94 100 188 94 282
1694073991.10386 187 100 105 192 100 292
1694073991.23581 185 84 102 203 84 287
1694073991.33713 197 106 91 182 106 288
1694073991.40375 205 107 118 216 107 323
1694073991.43713 223 111 125 237 111 348
1694073991.50405 218 107 118 229 107 336
1694073991.53581 227 102 130 255 102 357
1694073991.63723 206 89 123 240 89 329
1694073991.70388 214 104 135 245 104 349
1694073991.73713 223 111 150 262 111 373
1694073991.80335 207 100 151 258 100 358
1694073991.83582 223 102 147 268 102 370
1694073991.90378 226 102 137 261 102 363
1694073991.93714 227 101 136 262 101 363
1694073992.03723 220 87 135 268 87 355
1694073992.10387 212 93 141 260 93 353
1694073992.13741 217 93 143 267 93 360
1694073992.23724 207 91 127 243 91 334
1694073992.30379 218 89 141 270 89 359
1694073992.33725 225 92 145 278 92 370
1694073992.40379 212 84 145 273 84 357
1694073992.43724 211 81 149 279 81 360
1694073992.50389 209 78 148 279 78 357
1694073992.53726 209 78 150 281 78 359
1694073992.63725 196 80 140 256 80 336
1694073992.70388 192 76 139 255 76 331
1694073992.73724 202 87 144 259 87 346
1694073992.83726 161 60 126 227 60 287
1694073992.93585 185 80 124 229 80 309
1694073993.00251 197 75 134 256 75 331
1694073993.03584 203 71 150 282 71 353
1694073993.10391 199 74 144 269 74 343
1694073993.13586 204 71 149 282 71 353
1694073993.20252 193 73 140 260 73 333
1694073993.23585 211 79 145 277 79 356
1694073993.30251 199 62 137 274 62 336
1694073993.33585 211 70 143 284 70 354
1694073993.40387 204 67 139 276 67 343
1694073993.43587 217 73 147 291 73 364
1694073993.50231 201 68 141 274 68 342
1694073993.53564 206 68 147 285 68 353
1694073993.60230 188 59 149 278 59 337
1694073993.63563 197 66 152 283 66 349
1694073993.70371 193 65 142 270 65 335
1694073993.73704 189 59 151 281 59 340
1694073993.80231 185 56 135 264 56 320
1694073993.83564 198 61 139 276 61 337
1694073993.93563 184 49 130 265 49 314
1694073994.00369 181 52 125 254 52 306
1694073994.13565 163 54 111 220 54 274
1694073994.20231 182 59 104 227 59 286
1694073994.23564 192 63 118 247 63 310
1694073994.33705 179 56 111 234 56 290
1694073994.43565 172 59 100 213 59 272
1694073994.53565 170 58 105 217 58 275
1694073994.60362 174 62 114 226 62 288
1694073994.63697 188 71 118 235 71 306
1694073994.70360 201 74 121 248 74 322
1694073994.73628 212 78 122 256 78 334
1694073994.80232 207 68 131 270 68 338
1694073994.83565 207 76 135 266 76 342
1694073994.90373 194 74 129 249 74 323
1694073994.93699 201 72 132 261 72 333
1694073995.03698 184 62 122 244 62 306
1694073995.10233 181 65 115 231 65 296
1694073995.23699 174 62 111 223 62 285
1694073995.30364 190 82 127 235 82 317
1694073995.33699 196 79 138 255 79 334
1694073995.40294 181 78 129 232 78 310
1694073995.43566 199 80 137 256 80 336
1694073995.50374 193 77 131 247 77 324
1694073995.53571 206 84 134 256 84 340
1694073995.63698 178 72 109 215 72 287
1694073995.70233 184 84 106 206 84 290
1694073995.80364 185 79 119 225 79 304
1694073995.83701 208 96 134 246 96 342
1694073995.90364 208 86 133 255 86 341
1694073995.93699 211 90 138 259 90 349
1694073996.00234 210 85 135 260 85 345
1694073996.03567 198 76 133 255 76 331
1694073996.10323 177 75 137 239 75 314
1694073996.13701 210 97 136 249 97 346
1694073996.23569 189 77 121 233 77 310
1694073996.30235 195 93 114 216 93 309
1694073996.43702 191 89 98 200 89 289
1694073996.50365 200 84 105 221 84 305
1694073996.53768 203 93 121 231 93 324
1694073996.60324 186 82 131 235 82 317
1694073996.63568 211 94 137 254 94 348
1694073996.70296 199 77 131 253 77 330
1694073996.73631 238 109 139 268 109 377
1694073996.80436 220 82 134 272 82 354
1694073996.83770 227 100 131 258 100 358
1694073996.93569 206 77 127 256 77 333
